// dataSetFormat = MatrixDataSetFormat
// dataSetType = GeneExpressionDataSetType
// dataSetFormatVersion = 1
// alias = baechler
ctrl_1	5788.7	4173.1	5618.3	3487.1	2072.2	5425.7	2471	761.3	1429.1	-1230.4	530.7	471.4	333.2	761.3	628.3	748.5	3228.5	12098.5	670.6	1048.3	1367	75.2	543.3	609.5	557.2	14282.2	143.7	6683.3	589	1100.7	998.7	3160.4	1194.4	334.6	2723	1274.4	1187	243	352.4	177.9	54.2	315	1019.7	2165.2	1963.1	-63.7	634.2	3057.6	1064.7	393.2	4974	743.1	168.2	618.3	650.9	1045.5	29.5	541.4	374.9	303.9	804.9	4626.3	237.3	393.1	287.5	807.3	2379.7	830.5	570.6	1031	-116.8	1359.8	2796.5	1218.1	1848.3	874.1	553.5	1105.6	580.8	2438.4	5243.1	1204	2770.3	1799.5	4369.9	1813	184	2739.9	930.6	405.8	2883.6	229.4	3084.9	168.7	2837.7	845.1	2586.1	3659.2	389	441.7	2868.1	707.9	1498.4	185.5	-715.6	551.3	239.7	1122.8	247.3	929	2954.7	196.5	943.9	583.9	1090.7	491.6	1928.4	68.6	1569.1	1880.5	760.1	5403.6	481.5	188.9	1937.6	1286.7	952	966.7	297.7	483.8	940.2	2331.5	1008.2	359.2	3285	1553.6	1289.1	312.7	180.8	2063.1	8654.3	602.8	1216.8	592.6	719.9	7389.3	355.4	65.5	502.9	1609.3	1056.2	827.8	1595.9	996.4	578.9	1609.4	128.8	1145.6	598.8	440	998.6	499	451.5	467.2	2075.5	2581.6	514.1	3942.2	2281.6	690	-269
ctrl_2	5013.2	4421.1	5989.9	3724.7	1267.9	6063	1936.5	220.7	1429.8	37.9	455.9	423.5	-76.6	51.6	334.9	168.6	4244.8	11651	231.1	586.2	1328.1	93.6	241.2	199.1	730.4	11463.3	232.4	6021.5	640.9	967.5	-225	2591	512.7	134.8	3918	540.4	567.5	279.1	610.1	805.1	-64.6	-113.3	1743.7	2684.7	1268.7	88.9	1113.2	2320.2	801.4	152.3	5606.6	1346.3	-29.5	541.9	1183.2	1314.8	935.4	548.9	592.2	240.4	2913.4	6488.7	87.6	557.2	243.7	95.7	2154.3	958.9	795.7	181.6	-92.1	980.1	2500.5	1837.4	3196.9	1310.4	743.6	600.4	-141.5	3369.5	9478.4	1492.6	1700.1	3436.8	3046.8	994.9	-132.6	5005.9	1487.6	423.9	3231.9	339.7	3958.4	189.2	2599	739.9	2848.5	3737	122.9	878	1762	-435.8	1217	184.1	437	455.6	112.2	361.8	718.6	1561	2396.5	707.8	17.5	2161.8	1599.5	633	565.7	56.5	1221.3	1154	804.6	3948.3	638.1	434.5	2448	1837.1	372.8	658.6	317.6	689.8	1569.2	865.4	1036.6	-42.9	2775.6	1311.6	1489.2	203.7	240.4	1037.7	9255.4	355.8	285.4	554.3	758.5	7873.6	231	-110.2	279.2	1342.7	1376.8	866.4	820.8	307.2	405.1	1287.6	212.8	1096.8	973.9	160.2	1093.4	251.2	-126.5	897.8	2913.3	1344	180	2534.1	1768	1255.6	-153.1
ctrl_3	2829.5	3885	7394.6	3103.1	2167.2	6137.2	2861	1094.6	876	-810.4	792.8	245.9	561.3	716.3	239.7	461.9	3200.6	16095	577.2	595.8	1451.4	214.4	628.8	590.1	501.8	12354.5	84.8	5401.7	420.5	995.6	-536.5	2352.3	786.6	440.5	6269.8	841.1	572.9	361	188.4	624.3	131.5	810.6	1819.3	1741.5	670.1	-24.6	893.8	1457.1	502.1	86.8	5987.8	3216.4	170.9	460.5	1609.5	586.3	736.5	584	909.4	217.1	1199.2	8925.8	288	565	1205.5	589.3	1270.3	675.9	1122.9	518.5	105.6	795.9	2060.5	2482.1	2009.5	548.4	-83.1	414.5	176.9	2287.9	9786.2	1807.5	1197.3	1981.6	3620.7	2568.5	396.7	2642.5	1679.6	547.2	4213.7	192.1	2749.2	108.4	1667	675	2146.6	4131	308.7	-538.6	1694.2	817.6	1159.8	442.3	-720.9	625.6	111.9	1446	411.4	1219.8	1498	448.9	960.6	1346.6	1341.9	643.4	1331.5	263.4	2029	2006.3	887.1	3606.2	112.7	316.5	3227.4	1282.7	1493.8	897.6	512.1	1147.6	2253.9	1411.1	590.7	167.9	2227.1	1715.6	729	476.4	85.1	1523.7	6288.5	462.9	429.6	311.8	681.6	12154.3	521.7	229	276	1608.6	1230.4	981.9	682.7	850.2	1093.6	1967.4	119	1088.3	801.4	299	1630.1	232.3	453.5	355.6	1892.2	1501.9	626.6	3214.3	1812.2	530.7	416.4
ctrl_4	2917.9	4381.7	9255.1	4941.8	1084.7	12696.5	2262.5	961.2	1805.3	381.9	650.6	822.2	651.9	690.2	521.8	896.8	4929	12776.1	928.6	811.7	1474.7	389.6	865.4	383.4	895.3	8642.2	285	4713.2	244.6	1049.8	829.6	3648.1	588.1	379.7	2363.7	894.3	1411.3	629.8	359	1465	122.3	519.2	2913.3	2043.8	1486.8	-24.7	851.2	2598.3	504	202.2	4043	910.3	269.4	396.8	1292.8	1164.9	607.9	286.9	1069	199.1	1500.6	5760.7	207	64.9	1474.7	163.2	1306.6	465.4	1204.6	786	65.7	1328.6	1798	2586.7	2390.5	1177.1	318.3	483.9	288.8	1393.3	7507.4	1557.2	977.2	2121.1	2686	2256.3	472.1	2359.8	1648.5	418.6	4800.2	330.8	2237.7	150	1211.8	586.4	3063.6	3516.3	620.5	828.7	2294.9	743.4	1436.8	319	291.2	869.4	241	976.9	353.9	1399.8	2146.7	297	947	1322.6	1263.8	760.5	1297.6	351.3	1188.7	1640.9	2033	2916.6	135.1	76.7	4172.2	1415.6	790	1008.6	110.3	714.8	2592.9	1178.7	639.9	256.1	2167.5	1530.7	959.2	419.4	251.1	1151.4	5249.1	518.2	681.9	278	568	11334.6	367.3	180.5	607.1	1407.9	1104.5	1029.2	262.6	691.3	838.1	1269	150.6	1217.1	890	251.7	1782.7	289.4	612	294.4	2130.1	2542.1	350.7	4029.4	3226	1629.8	408.7
ctrl_5	2791.6	10461.9	7162.7	3672.8	2351.2	8543.1	3873.5	412.2	1060.4	273.4	742.7	467.6	692.4	374.5	814.5	586.4	6615.2	13533.2	565.8	417	1700.7	315.7	1001.5	490.6	488.8	17321.5	120.1	6467.6	235.1	1110.1	533.3	3196.8	1024.6	282.5	2312.7	1775.8	991.8	337.3	362.2	1157.3	131.7	253.5	2691.3	1728.7	1642.4	-41.9	1465.8	740.8	478	238.9	3814.4	1206.4	294.9	407.8	1053.3	825.5	1054.5	409.2	1221.2	171.7	1178.7	5795	176	903	398.1	409.4	1687.8	472.8	716.8	601	74	1011.8	2514.8	2744.6	2841.4	1600.6	347.5	547.9	255.7	1850.2	4121	1836.1	8482.7	1781.3	12543.3	2799.4	672.4	1314.7	1902.3	198.8	6356.6	104.2	3109.6	128.3	1414.4	829	864.4	3118	466.9	2581.9	1271.6	675.1	1218.3	256.1	-288.4	527.3	99.8	491.2	417.8	1221.8	5165.9	308.5	858.2	205.9	3660.8	561	1581.9	167.4	1466.2	1448.4	636.6	2902.6	284.1	95.5	3903.8	1412.6	832	831	183.3	789.5	3189	2057	488.3	123.5	2096.1	1984.9	1150.8	200.5	183.8	1044.7	3852.3	598	162	435	436.9	10384.1	625.4	258.9	785.1	2078.6	1560.9	1276.1	940.7	683.6	1215.7	2054.6	90.5	1266	601.7	133.3	1305.1	357.8	328.6	319.8	1877.8	1335.9	305.6	5448	2955.9	425.1	279.6
ctrl_6	3929.1	3422.3	7296.8	3943.1	1590.4	9718.1	3455.3	1067.9	1018.4	-384.2	1054.8	207	646.4	894.7	331.2	787.8	3919	17355.1	335.2	841.2	1173.8	495.8	845	927.1	172.8	19375.8	-54.4	3512.1	807.2	1261.8	-291	2872.3	1469.7	267.9	2563.6	762.5	488.8	225.2	960.5	1347.8	251.7	421.6	2122.2	1199.1	1204.1	-92.2	405.3	1430.4	610	69.8	6649.8	1383.7	-283.3	546.2	1234.8	488.3	601.8	226.3	9.6	-112.5	864.4	5887.7	93.9	448.3	160.4	423.7	1191.7	588.4	594.9	620.2	-24	1616.4	2354.6	2469.6	2849.6	972.5	85.7	2171.7	382.6	4213	4018.4	1857.6	1455.6	2368.7	1935.1	2415.9	308.2	2398.8	1682.7	379.9	4007.5	319	1147.1	81.2	3720.9	742.2	1256.3	3792.7	385.1	1267.5	2212	1122.7	1106	213.8	-664.2	496	154.4	1138.9	388.2	824.5	1490.7	270.7	33.2	1252.2	1121.5	239.3	1851.8	-91.5	1086.6	1633.1	720.9	3010.8	457.7	259.2	1347.2	1536.3	1181.6	1030	462.8	926	2310.3	1486.7	512.7	303.2	1830.2	2028.6	1531.5	257.9	204.2	1433.1	5456.7	231	272.1	387	841.9	13003.7	935	-131.9	417.8	1703.4	1827.7	876.4	1374.4	314.6	778.5	1894.8	126.4	1247.4	497.4	186.1	325.5	456.2	189	307.7	1679.3	1563.8	403.6	4046.4	1663.3	817.9	271.8
ctrl_7	3890.1	4165.9	9026	3039.9	1734.6	8163.7	2267.3	719.1	928.3	-192.2	451.9	211.5	739.7	646.9	-208.8	413.2	2937.9	15104.7	814.1	470.8	1304.5	156.7	801.6	592.8	178.5	12433.6	136.9	4805.9	311.8	1105.4	3.8	2369.3	847.4	327.1	2886	1121.1	1361.5	492.6	668.1	1415.6	166.3	592.8	892.6	1340	1993.6	24.6	994.4	2854	496.3	199.9	5709.2	854.8	102.8	570.2	622.9	698.8	311.3	558.1	88.1	215.5	848.9	6226.8	293.5	492.7	1009.1	461.1	2028.9	561.2	704.1	289	41.9	2263.8	1185.1	2278.3	2737.5	1416.9	321.7	541.1	419.7	4165.3	4062.3	2635.7	1049.4	2159.1	1782.7	2837.8	298.3	2027.4	929.1	-56.8	4125.6	268.7	2034.7	245	1404.3	964.8	2418.7	4239.1	282.7	8.2	3216.5	954.7	1520.2	263.6	-556.4	709.3	149.6	1781	344.8	896.8	2159.3	524.6	911.8	246.8	1167	429.3	1319.9	353.9	2509.9	1577.2	768.4	4002.6	450.2	169.6	2339.5	1629.9	954.8	905.9	180	920.5	3487.2	1656	555.8	469.6	2679.3	1780.2	1044.1	219.3	166.3	1599.6	5817.7	458	1593.4	277.7	854.3	12883.4	791.6	243.7	347.8	1510.3	1370.4	713.7	736.4	674.7	710.1	1633	169.8	1140.6	314.4	484.7	1884.3	465.8	579.4	386.6	1576.3	2276.8	409	3657.7	1492	537.2	790.1
ctrl_8	3007.9	4238.8	1124	3341.5	1057.8	1862.6	2474.9	481.5	1939	22.6	738.6	403.4	1062.2	675.5	-49	594.5	4105.4	15109.7	483.5	456	1023.5	997.8	635	628.5	114.3	15447.4	144.6	3894.7	716.9	1210.7	-370.9	2797	929.9	235.9	2821.7	926.9	157.2	167.9	434.9	8.2	120.5	663.5	2593.2	1930.7	2800.5	-31.5	740.5	1306.7	730	167	5820.2	843.6	131.3	413.8	644.8	690.5	397.2	948.5	393.4	234.6	988.2	3299.4	153.5	118.8	1558.1	409.7	420.2	864.9	720.8	17	-73.6	459.1	1269	875	2564.5	511.8	348.4	328	272.7	5293.7	12268	1238.7	717.6	5145.9	1762.7	1901.7	545.2	3270.1	1737.8	436	4229.9	336.5	2497.9	294	3324.4	1176.6	1308.3	3615	77.7	1035.8	1944.6	456.8	835.8	180.1	-160	565.2	25.9	1486.8	379	1072.4	1336.6	631.8	877.7	1336.6	957.6	1048.6	1079.1	168.4	-15.6	1154.9	447.6	3010.3	525.6	217.7	1197.1	1275.8	609	742.5	295.4	929.2	1164.9	1361	502.5	78.3	4298.6	2503.8	1209	251.7	525.9	2428.7	6099.8	550	845.9	209.9	709.3	5693.8	273.9	848.2	2232.5	1860.5	1261.9	737.3	143.8	672.6	904.3	1655.6	126.5	1505.6	515.4	216.4	997.9	336.9	531.7	635.9	2819.5	1979.7	435	2983.4	1769.9	671.5	320.3
ctrl_9	1688.4	3851.7	4331.6	3443.9	1169.6	8258.1	2191.8	247	1263.6	348.5	733.1	289.4	491.3	632.2	1316.4	623.6	7622.5	12777.6	613.1	275.4	1720.9	745.3	1312.3	502.1	995.2	14738.8	130.4	4140.2	239.9	1481.9	-162.1	3259.9	1381.2	431.9	4943.7	518.4	667.9	204.8	213.4	810.5	111	237.5	2560.6	970.6	895.2	11.2	467.2	642.6	316.1	125.7	4615.7	1809.1	282.7	548.8	830.3	762.7	1107.4	262.7	1316.8	75.6	1098.1	6850.7	334.5	572.2	540	178.6	1300.3	407.8	629.6	520.1	75.6	1156.2	2928.4	2548.4	2284	1090.9	188.7	481.5	254.4	2361.3	7030	1380.1	1052.5	1606.2	2543.6	2452	888.4	1881.5	1778.7	190.3	5122	255.1	2007.3	38.1	1305.2	818.9	1512.9	2639.8	470.2	676.7	1473.7	550.3	881.7	229.4	-221.4	483.7	88.1	311.2	390.9	1109.1	1775.7	560	679.3	815.3	927	553.4	1246.5	84.8	855.3	1438.4	962.2	2701.8	377.1	124.5	4211.8	1788.4	518.4	863.3	-8.1	523.2	3082.3	1493.8	406.4	192.1	1311.3	2144.4	1298.1	281.3	285.3	1184.2	3124.3	581.5	361.9	429.7	464	7150.6	390.8	166.3	1149	2816.7	914.4	1215.3	1212.2	459.7	479.3	1382.8	76.2	1416.7	654.9	91.1	1693.1	420.3	222.4	495.5	2146.7	877.9	147.1	4705.9	2569.8	595.9	349.2
ctrl_10	2473.2	3744.2	6336.5	4278.8	687.3	7762.4	2378.9	706.7	2033.9	487.2	540.4	244.6	679.5	592.1	778.1	754.1	7974.1	14239.2	507.7	320.2	1629	681	921.7	565.7	700	12854.2	188.8	3003.5	253.4	1369.1	-363.4	3940.3	1068.2	423.5	2464.9	521.8	1281.5	288.9	491.8	1228.6	67.3	294.2	2794.4	1220.7	788.9	35.8	753.3	1256.9	227.1	173.7	3281.8	2159.9	23.7	454.9	745.7	1019.3	929.3	424.2	1348.3	157.2	1847.9	6421.6	206	210.1	918	215.3	1913.5	550.5	553.8	747	0.8	1029.4	2163.6	4263.5	2870.2	1015.2	320.3	445.2	263.7	5358.1	5900.1	2156.7	609.2	1989.3	3116.2	2260.8	637.6	1151	2181.6	169.9	5206.9	327.9	1693.6	80.8	2021.2	1014.8	1127.5	2726.3	474.7	618.6	1827.9	489.2	987.7	483.2	-269.7	377.1	106.8	1136.2	343.2	1117.2	1251.3	715.7	754.1	1688.2	985.7	624.1	1438.9	14.5	1435.1	1762	930.8	2730.5	603.7	103.8	2802.3	1605.2	515.7	854.4	-107.1	730.9	4725.4	1266.3	786.4	201	1929.4	1614	1382	227.7	389	1349.1	3749.9	504.6	429.8	292.5	658.1	11973.8	564.5	194.2	1084	2013	1216.2	1415.5	2409.3	452.9	1352.2	1810.6	118.2	1175.7	738.4	133.9	1839	259.9	318.6	314.3	1941.5	1115.4	280.9	3484.9	3127.5	800.1	239.1
